,Date,Open,High,Low,Close,Volume,balance,percent,total_percent
259,2018-05-17,1034.2,1035.45,1011.72,1015.29,50720880.0,100000000,-1.9176150085978838,40.92089381460968
260,2018-05-18,1007.05,1023.14,989.2,1020.05,54375740.0,100000000,0.4688315653655597,41.38972537997524
261,2018-05-21,1022.21,1027.85,1000.01,1004.37,41470210.0,100000000,-1.5371795500220529,39.852545829953186
262,2018-05-22,997.21,997.21,947.7,958.51,70200450.0,100000000,-4.566046377331064,35.286499452622124
263,2018-05-23,957.72,973.07,945.01,968.54,86810350.0,100000000,1.0464157911758847,36.332915243798006
264,2018-05-24,968.54,974.17,951.17,960.55,54628219.0,100000000,-0.8249530220744636,35.507962221723545
265,2018-05-25,958.74,960.57,936.32,936.32,58139907.0,100000000,-2.52251314351152,32.98544907821203
266,2018-05-28,936.32,936.32,894.31,898.0,82481520.0,100000000,-4.092617908407387,28.89283116980464
267,2018-05-29,897.13,932.82,881.91,924.9,70429770.0,100000000,2.9955456570155876,31.888376826820227
268,2018-05-30,924.9,925.18,902.0,918.64,60156482.0,100000000,-0.6768299275597353,31.211546899260494
269,2018-05-31,918.75,950.49,914.57,947.62,75466380.0,100000000,3.1546634154837605,34.36621031474425
270,2018-06-01,947.31,970.81,947.31,968.87,79677220.0,100000000,2.2424600578290876,36.608670372573336
271,2018-06-04,970.81,996.82,970.81,996.82,62475210.0,100000000,2.8848039468659414,39.49347431943928
272,2018-06-05,996.67,1008.83,996.15,1007.55,90284200.0,100000000,1.0764230252201907,40.56989734465947
273,2018-06-06,1007.32,1022.97,995.29,1022.73,64332597.0,100000000,1.5066249813905082,42.07652232604998
274,2018-06-07,1023.95,1034.72,1020.77,1026.59,64931690.0,100000000,0.37742121576563703,42.45394354181562
275,2018-06-08,1026.76,1028.42,1017.9,1024.09,51701693.0,100000000,-0.24352467879094872,42.21041886302467
276,2018-06-11,1025.71,1034.85,1016.22,1026.64,70099327.0,100000000,0.249001552597934,42.4594204156226
277,2018-06-12,1021.02,1021.02,989.53,1007.09,83823290.0,100000000,-1.9042702407854815,40.555150174837124
278,2018-06-13,1008.32,1018.21,1005.58,1018.21,37966730.0,100000000,1.1041714245995893,41.659321599436716
279,2018-06-14,1018.59,1022.95,1005.48,1007.49,49785960.0,100000000,-1.052828002082088,40.60649359735463
280,2018-06-15,1004.14,1005.71,994.38,1001.14,33701560.0,100000000,-0.6302792087266397,39.97621438862799
281,2018-06-18,1005.04,1006.58,970.83,976.84,52488530.0,100000000,-2.4272329544319433,37.548981434196044
282,2018-06-19,970.06,970.06,919.09,929.15,91699457.0,100000000,-4.882068711354987,32.666912722841055
283,2018-06-20,945.3,964.51,936.83,964.48,42642240.0,100000000,3.802400043050104,36.46931276589116
284,2018-06-21,966.86,966.91,950.06,957.56,33653850.0,100000000,-0.7174850696748583,35.7518276962163
285,2018-06-22,955.75,972.94,945.59,972.93,39718588.0,100000000,1.6051213500981667,37.35694904631447
286,2018-06-25,973.45,989.18,973.45,984.93,36440470.0,100000000,1.2333878079615184,38.59033685427599
287,2018-06-26,981.97,981.97,959.29,972.85,32861100.0,100000000,-1.2264831003218428,37.363853753954146
288,2018-06-27,973.89,976.93,964.66,966.57,31007767.0,100000000,-0.6455260317623449,36.7183277221918
289,2018-06-28,962.93,967.28,943.12,945.56,47594050.0,100000000,-2.173665642426322,34.54466207976548
290,2018-06-29,947.03,951.74,939.7,949.86,35192670.0,100000000,0.4547569694149571,34.99941904918044
291,2018-07-02,947.55,947.55,917.8,930.4,58189784.0,100000000,-2.0487229697008016,32.950696079479634
292,2018-07-03,930.12,931.12,893.49,895.57,61631490.0,100000000,-3.74355116079105,29.207144918688584
293,2018-07-04,891.97,901.28,880.37,900.67,44085058.0,100000000,0.56946972319304,29.776614641881626
294,2018-07-05,900.89,905.51,875.17,884.3,43312540.0,100000000,-1.817535834434366,27.95907880744726
295,2018-07-06,880.17,910.14,870.34,908.14,60016250.0,100000000,2.6959176749971765,30.654996482444435
296,2018-07-09,905.97,916.84,896.79,901.01,41589359.0,100000000,-0.7851212368137066,29.86987524563073
297,2018-07-10,898.09,906.25,898.09,902.9,36327851.0,100000000,0.20976459750724036,30.079639843137972
298,2018-07-11,894.16,894.16,871.22,875.87,51714256.0,100000000,-2.993687008528073,27.0859528346099
299,2018-07-12,877.68,893.15,870.53,883.74,36774840.0,100000000,0.8985351707445175,27.984488005354414
300,2018-07-13,886.17,902.14,886.17,897.33,41297008.0,100000000,1.5377826057437745,29.52227061109819
301,2018-07-16,901.68,910.82,897.03,901.65,43437140.0,100000000,0.48142823710339966,30.00369884820159
302,2018-07-17,903.87,912.32,892.39,912.29,44196250.0,100000000,1.1800587811234944,31.183757629325086
303,2018-07-18,915.53,933.51,915.23,932.27,55569650.0,100000000,2.190093062513019,33.37385069183811
304,2018-07-19,935.54,946.39,934.2,943.48,51223358.0,100000000,1.2024413528269746,34.57629204466508
305,2018-07-20,941.09,941.41,926.94,941.41,51592030.0,100000000,-0.21940051723407492,34.356891527431
306,2018-07-23,927.01,945.13,926.56,932.17,64960664.0,100000000,-0.9815064637086933,33.37538506372231
307,2018-07-24,931.31,932.83,916.19,924.04,54922920.0,100000000,-0.8721585118594243,32.50322655186289
308,2018-07-25,923.55,931.55,919.1,919.1,51641540.0,100000000,-0.5346088913899767,31.968617660472912
309,2018-07-26,915.7,920.07,907.6,917.75,44902590.0,100000000,-0.14688282015014936,31.821734840322762
310,2018-07-27,923.02,930.57,918.37,926.3,43624590.0,100000000,0.9316262598746886,32.75336110019745
311,2018-07-30,927.36,940.22,927.36,940.16,47441575.0,100000000,1.4962755046961045,34.24963660489356
312,2018-07-31,938.73,948.38,934.39,946.88,58064530.0,100000000,0.7147719537100097,34.96440855860357
313,2018-08-01,944.38,947.08,935.63,939.22,52728380.0,100000000,-0.8089726258871206,34.15543593271645
314,2018-08-02,939.85,939.85,924.38,936.04,49824480.0,100000000,-0.3385788207235859,33.81685711199287
315,2018-08-03,938.51,949.93,938.51,943.78,43608900.0,100000000,0.8268877398401788,34.64374485183305
316,2018-08-06,941.12,943.98,935.75,938.6,42270744.0,100000000,-0.5488567250842304,34.09488812674882
317,2018-08-07,939.81,941.63,933.77,935.82,50660400.0,100000000,-0.29618580865117966,33.79870231809764
318,2018-08-08,937.69,946.07,937.58,943.96,42747294.0,100000000,0.8698253937723052,34.66852771186994
319,2018-08-09,945.89,954.38,942.83,944.23,59152944.0,100000000,0.028602906902832938,34.697130618772775
320,2018-08-10,943.91,947.29,936.44,946.92,40716694.0,100000000,0.2848882157948742,34.98201883456765
321,2018-08-13,946.75,959.38,941.95,959.22,78660670.0,100000000,1.298948168799906,36.28096700336755
322,2018-08-14,960.29,968.62,959.23,966.99,55527080.0,100000000,0.810033151935946,37.0910001553035
323,2018-08-15,965.6,969.8,947.78,954.62,63069071.0,100000000,-1.2792272929399482,35.81177286236355
324,2018-08-16,946.91,948.02,932.27,944.42,62470193.0,100000000,-1.0684879847478626,34.743284877615686
325,2018-08-17,950.18,959.39,950.18,952.54,42745370.0,100000000,0.8597869591918855,35.60307183680757
326,2018-08-20,949.23,952.16,942.33,946.83,50753160.0,100000000,-0.59944989186805,35.003621944939525
327,2018-08-21,946.55,953.69,944.88,953.38,44796910.0,100000000,0.6917820516882602,35.69540399662778
328,2018-08-22,956.0,963.17,956.0,958.95,73907886.0,100000000,0.5842371352451331,36.279641131872914
329,2018-08-23,960.09,963.91,957.98,960.95,41501360.0,100000000,0.20856144741644508,36.48820257928936
330,2018-08-24,960.22,963.09,955.16,960.25,54426109.0,100000000,-0.07284458088350544,36.41535799840585
331,2018-08-27,960.43,969.97,960.43,966.55,64772025.0,100000000,0.6560791460557099,37.07143714446156
332,2018-08-28,966.34,972.4,966.34,971.15,58569761.0,100000000,0.47591950752677287,37.54735665198834
333,2018-08-29,971.01,972.32,964.0,967.85,45399267.0,100000000,-0.3398033259537615,37.20755332603458
334,2018-08-30,964.99,972.16,960.86,972.16,51756168.0,100000000,0.44531693960840474,37.65287026564298
335,2018-08-31,975.48,979.11,969.77,971.79,56406130.0,100000000,-0.038059578670178215,37.6148106869728
336,2018-09-04,969.23,971.3,956.66,959.3,48622530.0,100000000,-1.2852571028720208,36.32955358410078
337,2018-09-05,951.09,953.37,938.53,941.84,52564307.0,100000000,-1.8200771395809365,34.50947644451984
338,2018-09-06,941.0,944.73,931.99,933.46,44518328.0,100000000,-0.889747727851864,33.61972871666798
339,2018-09-07,932.12,944.66,931.19,943.97,45032250.0,100000000,1.1259186253294184,34.7456473419974
340,2018-09-10,945.04,948.31,942.68,945.02,51200082.0,100000000,0.1112323484856462,34.85687969048304
341,2018-09-11,943.67,958.24,940.78,958.09,47472030.0,100000000,1.3830395123912775,36.23991920287432
342,2018-09-12,959.2,967.78,959.08,960.3,52692720.0,100000000,0.230667265079473,36.470586467953794
343,2018-09-13,958.67,963.72,955.64,955.64,50343200.0,100000000,-0.4852650213474923,35.9853214466063
344,2018-09-14,958.01,965.23,958.01,960.36,57892100.0,100000000,0.49390984052572384,36.47923128713202
345,2018-09-17,960.33,960.94,951.38,952.63,44195440.0,100000000,-0.8049064933983108,35.67432479373371
346,2018-09-18,953.79,957.85,945.93,957.85,57894990.0,100000000,0.5479567093205155,36.22228150305423
347,2018-09-19,959.75,969.34,959.75,962.88,69034630.0,100000000,0.525134415618309,36.74741591867254
348,2018-09-20,962.7,970.97,962.26,970.97,60822270.0,100000000,0.8401877700232669,37.58760368869581
349,2018-09-21,971.18,978.52,968.73,978.43,86866360.0,100000000,0.7683038610873583,38.35590754978317
350,2018-09-24,974.47,986.3,974.47,985.32,57599660.0,100000000,0.7041893645943093,39.060096914377475
351,2018-09-25,985.57,988.23,980.44,983.47,58558400.0,100000000,-0.18775626192506217,38.872340652452415
352,2018-09-26,985.26,989.54,980.8,984.26,61184790.0,100000000,0.08032781884551268,38.952668471297926
353,2018-09-27,985.28,992.1,984.15,987.78,52980730.0,100000000,0.3576290817466911,39.31029755304462
354,2018-09-28,991.0,996.6,990.36,993.72,91751787.0,100000000,0.6013484784061284,39.91164603145075
355,2018-10-01,994.76,1001.14,990.0,994.34,83207572.0,100000000,0.06239182063357933,39.97403785208433
356,2018-10-02,990.41,992.77,984.54,986.11,178825902.0,100000000,-0.827684695375829,39.1463531567085
357,2018-10-03,987.46,992.87,986.16,988.79,56404140.0,100000000,0.27177495411261926,39.41812811082112
358,2018-10-04,990.49,993.78,989.06,992.23,70924863.0,100000000,0.3478999585351849,39.76602806935631
359,2018-10-05,993.61,993.61,981.8,982.41,141320997.0,100000000,-0.9896898904487922,38.776338178907515
360,2018-10-08,979.27,979.27,968.61,970.22,74383300.0,100000000,-1.24082613165582,37.53551204725169
361,2018-10-09,970.21,974.29,966.68,968.62,69770550.0,100000000,-0.1649110511018143,37.37060099614988
362,2018-10-10,967.37,970.51,961.7,965.75,67325200.0,100000000,-0.2962978257727493,37.074303170377135
363,2018-10-11,948.02,948.02,911.69,916.82,134146771.0,100000000,-5.066528604711359,32.00777456566578
364,2018-10-12,920.02,942.57,908.74,942.57,82239102.0,100000000,2.808621103379071,34.81639566904485
365,2018-10-15,943.49,943.62,927.6,928.45,40847840.0,100000000,-1.498031976404936,33.31836369263991
366,2018-10-16,928.46,939.1,926.96,939.0,41901071.0,100000000,1.1363024395497823,34.45466613218969
367,2018-10-17,939.41,949.41,939.41,945.24,54220331.0,100000000,0.6645367412140585,35.11920287340375
368,2018-10-18,945.92,945.92,936.22,938.28,42549350.0,100000000,-0.7363209343658792,34.38288193903787
369,2018-10-19,937.47,937.47,920.28,932.13,44902890.0,100000000,-0.6554546617214454,33.72742727731643
370,2018-10-22,931.66,938.02,925.29,925.58,41680310.0,100000000,-0.7026916846362583,33.02473559268017
371,2018-10-23,919.02,919.3,893.34,905.84,74260779.0,100000000,-2.132716782990126,30.892018809690047
372,2018-10-24,908.0,909.4,896.61,899.47,48378576.0,100000000,-0.7032146957520097,30.188804113938037
373,2018-10-25,896.39,896.39,860.13,889.73,57124292.0,100000000,-1.0828599063893192,29.105944207548717
374,2018-10-26,890.71,897.48,881.98,883.84,41132381.0,100000000,-0.6619985838400397,28.44394562370868
375,2018-10-29,881.06,881.87,870.36,874.21,41495337.0,100000000,-1.0895637219406222,27.354381901768058
376,2018-10-30,874.43,881.83,868.29,875.69,40290870.0,100000000,0.16929570698116223,27.52367760874922
377,2018-10-31,874.06,898.14,874.06,898.04,62772159.0,100000000,2.5522730646689933,30.075950673418212
378,2018-11-01,901.57,901.57,885.58,886.45,66606824.0,100000000,-1.2905883924992114,28.785362280919003
379,2018-11-02,887.72,905.55,887.72,905.55,53475068.0,100000000,2.154661853460422,30.940024134379424
380,2018-11-05,903.24,903.79,894.88,903.56,35919350.0,100000000,-0.2197559494230036,30.72026818495642
381,2018-11-06,905.34,909.19,900.93,901.23,36510513.0,100000000,-0.2578688742308123,30.46239931072561
382,2018-11-07,900.47,903.15,892.79,897.84,49785050.0,100000000,-0.37615259145833874,30.08624671926727
383,2018-11-08,901.42,909.69,899.65,899.65,28989965.0,100000000,0.2015949389646201,30.28784165823189
384,2018-11-09,900.4,900.4,886.39,887.15,35810880.0,100000000,-1.3894292224754072,28.898412435756484
385,2018-11-12,883.49,889.06,875.29,888.69,33433840.0,100000000,0.17358958462493124,29.072002020381415
386,2018-11-13,888.2,888.2,874.57,877.24,39945888.0,100000000,-1.2884132824719583,27.783588737909458
387,2018-11-14,873.87,880.65,868.63,870.69,49260448.0,100000000,-0.746659979025119,27.03692875888434
388,2018-11-15,871.55,874.87,859.86,861.84,53610392.0,100000000,-1.0164352410157487,26.02049351786859
389,2018-11-16,865.03,874.94,863.89,871.69,39403500.0,100000000,1.1429035551842595,27.16339707305285
390,2018-11-19,869.24,888.0,869.24,887.54,44223419.0,100000000,1.818306966926305,28.981704039979153
391,2018-11-20,888.76,892.62,883.8,892.32,47746600.0,100000000,0.5385672758410986,29.520271315820253
392,2018-11-21,888.54,895.2,880.83,894.58,40429590.0,100000000,0.25327236865698305,29.773543684477236
393,2018-11-22,897.28,900.77,896.18,899.19,46348125.0,100000000,0.5153256276688517,30.288869312146087
394,2018-11-23,898.9,899.37,889.78,890.32,39672674.0,100000000,-0.9864433545746731,29.302425957571415
395,2018-11-26,889.88,896.12,886.76,895.98,26947190.0,100000000,0.6357264803666062,29.938152437938022
396,2018-11-27,895.07,903.78,893.96,897.46,36362445.0,100000000,0.16518225853255855,30.10333469647058
397,2018-11-28,895.3,899.65,894.27,899.44,34206340.0,100000000,0.2206226461346487,30.32395734260523
398,2018-11-29,901.48,910.48,898.39,898.85,40044890.0,100000000,-0.06559637107533929,30.25836097152989
399,2018-11-30,897.48,898.69,890.41,895.78,54487563.0,100000000,-0.3415475329587862,29.916813438571104
400,2018-12-03,894.79,921.31,894.79,921.16,65687930.0,100000000,2.8332849583603115,32.75009839693141
401,2018-12-04,921.72,929.33,920.2,927.32,51250680.0,100000000,0.668722046115776,33.41882044304719
402,2018-12-05,927.39,928.9,915.9,926.09,64119772.0,100000000,-0.1326402967691863,33.286180146278
403,2018-12-06,925.68,928.64,916.63,921.47,58021010.0,100000000,-0.49887159995248886,32.78730854632551
404,2018-12-07,922.86,933.29,922.86,929.36,53479020.0,100000000,0.8562405721293137,33.64354911845483
405,2018-12-10,929.59,929.59,921.59,923.7,49144230.0,100000000,-0.6090212619436998,33.034527856511126
406,2018-12-11,922.58,925.43,915.68,919.23,43186333.0,100000000,-0.48392335173758005,32.550604504773546
407,2018-12-12,922.34,927.53,922.34,927.36,46871787.0,100000000,0.8844358865572267,33.43504039133077
408,2018-12-13,928.21,935.33,927.92,929.79,49371471.0,100000000,0.2620341614906778,33.69707455282145
409,2018-12-14,928.84,928.84,918.19,919.22,48737278.0,100000000,-1.136815840135938,32.56025871268551
410,2018-12-17,914.97,914.97,901.93,902.64,102461236.0,100000000,-1.8037031396183765,30.756555573067132
411,2018-12-18,901.41,901.41,881.76,889.11,56628680.0,100000000,-1.4989364530709888,29.257619119996143
412,2018-12-19,890.78,891.69,877.63,882.12,56301053.0,100000000,-0.7861794378648321,28.47143968213131
413,2018-12-20,880.4,883.76,876.15,880.8,42082130.0,100000000,-0.1496395048292806,28.32180017730203
414,2018-12-21,877.03,877.03,866.09,876.3,42795400.0,100000000,-0.510899182561308,27.810900994740724
415,2018-12-24,873.14,879.74,872.99,875.44,38375040.0,100000000,-0.09813990642472897,27.712761088315993
416,2018-12-25,873.56,873.56,850.33,864.88,75649360.0,100000000,-1.2062505711413756,26.50651051717462
417,2018-12-26,865.69,867.88,860.52,860.55,29203000.0,100000000,-0.500647488668953,26.005863028505665
418,2018-12-27,861.02,872.71,861.02,867.35,42515480.0,100000000,0.7901923188658495,26.796055347371514
419,2018-12-28,866.04,868.62,863.91,866.83,33187475.0,100000000,-0.05995272957859939,26.736102617792913
420,2019-01-02,854.99,864.64,852.79,855.78,31301180.0,100000000,-1.2747597568150697,25.461342860977844
421,2019-01-03,855.66,856.21,834.81,837.52,49285322.0,100000000,-2.1337259576059258,23.32761690337192
422,2019-01-04,838.79,842.05,821.83,838.57,36876690.0,100000000,0.1253701404145654,23.452987043786482
423,2019-01-07,840.17,858.69,840.17,849.74,31454769.0,100000000,1.3320295264557471,24.78501657024223
424,2019-01-08,851.2,852.92,841.86,845.4,27383580.0,100000000,-0.5107444630122192,24.27427210723001
425,2019-01-09,845.53,856.87,845.25,853.73,33990810.0,100000000,0.9853323870357277,25.25960449426574
426,2019-01-10,855.51,859.93,852.96,858.0,32635748.0,100000000,0.5001581296194326,25.759762623885173
427,2019-01-11,857.84,862.88,857.67,858.73,37490306.0,100000000,0.08508158508158721,25.84484420896676
428,2019-01-14,860.4,860.4,854.71,858.19,34048990.0,100000000,-0.06288356060693857,25.78196064835982
429,2019-01-15,859.42,865.26,856.04,863.95,29984090.0,100000000,0.6711800417157029,26.453140690075525
430,2019-01-16,865.1,868.41,861.18,865.1,39523790.0,100000000,0.13310955495109406,26.58625024502662
431,2019-01-17,864.15,864.15,857.61,858.92,26880930.0,100000000,-0.7143682811235769,25.871881963903043
432,2019-01-18,853.34,859.95,853.34,854.77,61108679.0,100000000,-0.4831649047641198,25.388717059138923
433,2019-01-21,855.0,865.59,855.0,863.82,47219702.0,100000000,1.0587643459644196,26.447481405103343
434,2019-01-22,864.1,865.92,859.63,860.0,33934940.0,100000000,-0.44222175916279427,26.005259645940548
435,2019-01-23,859.26,864.83,856.77,861.8,34912827.0,100000000,0.20930232558139006,26.21456197152194
436,2019-01-24,861.63,866.49,861.04,865.06,36287470.0,100000000,0.3782780227430948,26.592839994265034
437,2019-01-25,865.44,869.53,865.44,867.52,33098460.0,100000000,0.28437333826555805,26.87721333253059
438,2019-01-28,867.6,871.56,865.9,867.72,23536590.0,100000000,0.023054223533756624,26.900267556064346
439,2019-01-29,868.81,871.21,863.22,869.36,29554441.0,100000000,0.1890010602498486,27.089268616314193
440,2019-01-30,872.01,872.01,867.92,870.21,30329430.0,100000000,0.09777307444557178,27.187041690759767
441,2019-01-31,869.38,874.09,865.37,866.7,39286530.0,100000000,-0.4033509152963067,26.78369077546346
